41	0	The American Bar Association best practice standards, state court e-file initiatives, and the Health Insurance Portability and Accountability Act (HIPAA) all appear to be driving demand for greater levels of online accountability within the legal, medical, and insurance industries.	The American Bar Association brings more harm than good
1242	0	The opposition's surrogacy bill was dismissed, and their amendments did not pass.	Surrogacy should be banned
1624	0	The issue of insider trading is given further definition in SEC Rule 10b5-1.	We should legalize insider trading
1703	0	Justice Frank Murphy delivered a dissenting opinion, stating that polygamy is not of the same genus as "prostitution and debauchery" as contemplated by the Mann Act.	We should legalize polygamy
1925	0	To prevail on a claim, a federal employee must show that a protected disclosure was made, that the accused official knew of the disclosure, that retaliation resulted, and that there was a genuine connection between the retaliation and the employee's action [REF].	We should protect whistleblowers
1475	0	The advent of electronic medical records has not only changed the format of medical records but has increased accessibility of files.	EHRs bring more harm than good
609	1	Proponents also believe that nuclear power is the only viable course to achieve energy independence for most Western countries.	We should further exploit nuclear power
1132	0	While need-based financial aid has always been available, athletic scholarships have only been allowed in recent years at Patriot League schools.	We should end athletic scholarships
1999	0	On appeal, the High Court took the view that, even though glue and plastic bags might be perfectly legal, everyday items, the two shopkeepers knew perfectly well that the children were going to use the articles as inhalants and the charge on the indictment should stand [REF].	We should tax plastic bags
441	0	Eric Ehrmann contends that social media in the form of public diplomacy create a patina of inclusiveness that covers[REF] traditional economic interests that are structured to ensure that wealth is pumped up to the top of the economic pyramid, perpetuating the digital divide and post Marxian class conflict.	Social media does more harm than good
1987	0	For example, those who think that abortion should be a legal medical option describe their views as pro-choice, and may label their opponents as "woman haters" or "anti-choice".	We should ban abortions
1614	0	] Although insider trading in the UK has been illegal since 1980, it proved difficult to successfully prosecute individuals accused of insider trading.	We should legalize insider trading
493	0	In the context of the Indian caste system the mention of "Brahman king" acquires a nuance.	We should abolish the caste system in India
1879	0	Then, for large (such as a million) the probability that the gambler will lose every bet is approximately .	We should ban gambling
236	0	The study found that astrologers were unable to match natal charts to their corresponding personality tests better than chance.	Astrology brings more harm than good
551	1	Their theory was that genetic screening could avoid the risk of hideous and animal mutations in an individual.	We should limit genetic testing
520	0	Civilian authorities began to fear that the water supply would soon give out.	We should privatize water supply
1963	0	In that year, he wrote: "I believe that abortion is the wrong choice except in cases of incest, rape, and to save the life of the mother."[REF]	We should ban abortions
1232	0	Claire explains that the embryos the clinic implants in the surrogate mothers are parasitic aliens which consume the human host from the inside out.	Surrogacy should be banned
1138	0	The fee increase will fund the athletic scholarships required for NCAA Division I schools [REF].	We should end athletic scholarships
720	1	Covenant theology, then, identifies baptism less as a statement of faith than as an assumption of identity; that is to say that infant baptism is a sign of covenantal inclusion.	We should abolish infant baptism
1905	0	If whistleblowing is a necessary element of democratic control over institutions, how can whistleblowers be protected by the risk of abusive prosecution? .	We should protect whistleblowers
2207	0	All that twitters isn't pansy.")[REF]	Twitter brings more harm than good
58	0	No digital rights management (DRM) protection was placed on the game because "we .. believe that any game will be cracked, no matter how we try to protect it, so our philosophy is that adding DRM or anything similar only annoys the people who actually pay for it."	Digital rights management brings more harm than good
631	1	During his Senate confirmation hearing, Miller remarked that nuclear power must play a key role in the country's energy strategy [REF].	We should further exploit nuclear power
1181	0	Space travelers have reported profound changes in the way they view their faith related to the overview effect,[REF] while some secular groups have criticized the use of government spacecraft for religious activities by astronauts [REF].	Manned spaceflights bring more good than harm
1642	1	In the financial world, Insider trading can also be considered a misuse of internal information that gives an unfair advantage in investment.	We should legalize insider trading
592	0	However, DNA testing definitively excluded the man as the killer [REF].	We should limit genetic testing
2175	1	In his book Dare to Discipline, Dobson advocated the spanking of children up to eight years old when they misbehave, but warns that "corporal punishment should not be a frequent occurrence" and that "discipline must not be harsh and destructive to the child's spirit."	We should prohibit corporal punishment
939	0	To test this theory Dr. McLaughlin and several of his colleagues looked at whether parthenogenetic embryonic stem cells can be used in a mouse model that has thalassemia intermedia.	Embryonic stem cell research brings more good than harm
2479	0	Pro-Russian opposition parties have argued that a referendum on NATO membership should be held simultaneously to parliamentary elections in October 2016, though the government has suggested that the elections are a de facto plebiscite on the issue [REF].	We should disband NATO
1249	0	Advisors recommend that extracurricular activities should never interfere with a student's overall academic performance.	Extra-curricular activity is beneficial
904	0	Wyden urged President George W. Bush to sign it, stating that "I see no reason why embryonic stem-cell research should be treated any differently than other research" in terms of federal grant funding.	Embryonic stem cell research brings more good than harm
1944	0	In August 2013, a bench of Justices K S Radhakrishnan and Arjan Kumar Sikri ruled that identity of whistleblower can never be revealed to the accused facing prosecution under Prevention of Corruption Act, 1988 [REF].	We should protect whistleblowers
2397	0	The Spanish public perception that the monarchy be politically non-partisan in its adherence to constitutional protocol and convention, yet while protecting the public expression of personal political views by members of the royal family.	We should abolish the monarchy
2000	0	On appeal, the High Court took the view that, even though Evostik glue and plastic bags might be perfectly legal, everyday items, the two shopkeepers knew perfectly well what the children were going to use the articles for and the charge on the indictment should stand.	We should tax plastic bags
1420	0	Commentators have suggested that The Zoo was mounted hastily to capitalize on the success of Trial.	Zoos bring more harm than good
1854	0	Furthermore, the Court held that the gambling chips were not property but "merely an accounting mechanism to evidence debt."[REF]	We should ban gambling
1912	1	The United States Supreme Court ruled that public sector whistleblowers are protected under First Amendment rights from any job retaliation when they raise flags over alleged corruption [REF].	We should protect whistleblowers
706	1	Catholics believe that baptism is necessary for the cleansing of the taint of original sin, and for that reason infant baptism is a common practice.	We should abolish infant baptism
1022	0	It predicts that the two parties will reunite when the economic conditions become similar.	We should abolish the two-party system
745	0	As infant baptism became more common, fonts became smaller.	We should abolish infant baptism
1983	1	70% said they believed that abortion is wrong if done primarily because the parents have low income and may be unable to afford another child.	We should ban abortions
1743	0	In red flour beetles, females that engage in polygamous behavior produce more offspring than those that are less polygamous.	We should legalize polygamy
513	0	It was originally feared that Moscow's water supply would be contaminated as well, but cleanup crews averted that threat.	We should privatize water supply
81	1	Digital files are inherently capable of being copied perfectly in unlimited quantities; digital rights management aims to reduce intellectual property rights violations by using hardware or cryptographic techniques to limit copying or playback.	Digital rights management brings more harm than good
2461	0	This feeling that NATO could have prevented thousands of deaths by acting more strongly led to increased planning for Operation Deliberate Force [REF].	We should disband NATO
914	1	Several years ago, Lanza's team found that human embryonic stem cells could be a source of RPE cells, and subsequent studies found that these cells could restore vision in animal models of macular degeneration [REF].	Embryonic stem cell research brings more good than harm
2475	1	It has been argued therefore that NATO's actions were in violation of the charter of NATO itself [REF].	We should disband NATO
1815	1	Additionally, residents fear that hydraulic fracturing may result in groundwater contamination and other environmental and health problems [REF].	We should prohibit hydraulic fracturing
150	1	Time Magazine also quoted Robinson as stating: that the Church of Scientology was: "socially harmful .. a potential menace to the personality" and "a serious danger to health."[REF]	We should ban the Church of Scientology
774	0	Furthermore, if the Security Council refuses to enforce a judgment against any other state, there is no method of forcing the state to comply.	We should disband the United Nations Security Council
329	0	If import restrictions are not sufficient to maintain prices because of excess production, the surplus is exported at subsidized prices (with the subsidies usually coming from federal or provincial authorities).	We should fight protectionism
6	0	Formal Opinion 90-357 of the American Bar Association provides four acceptable definitions of the term:[REF] .	The American Bar Association brings more harm than good
943	0	Because of the complexity and novelty of many of the issues involved in that research, the Guidelines committee believes that all research institutions engaged in human embryonic stem cell research should create and maintain these committees at the local level.	Embryonic stem cell research brings more good than harm
1592	0	In an effort to increase the red-cockaded woodpecker population, states such as Texas, Louisiana, Alabama, and Georgia's wildlife management are creating artificial cavities in Longleaf Pine trees.	Wildlife management brings more good than harm
734	0	Opposition to infant baptism is termed catabaptism.	We should abolish infant baptism
909	0	However, a group of researchers concluded that the primary role of Sox2 in embryonic stem cells is controlling Oct4 expression, and they both perpetuate their own expression when expressed concurrently [REF].	Embryonic stem cell research brings more good than harm
468	0	The Hindu caste system was prevalent in Vijayanagar Empire.	We should abolish the caste system in India
181	1	The court disagreed and ruled that many sources, some of them not accessible to the general public, indicated that the aims of the Church of Scientology did include the abrogation of the principle of equality and other essential human rights [REF].	We should ban the Church of Scientology
164	1	In November 2009, Australian Senator Nick Xenophon used a speech in Federal Parliament to allege that the Church of Scientology is a criminal organization.	We should ban the Church of Scientology
451	0	These sources provide evidence that the Hindu caste system was widespread.	We should abolish the caste system in India
490	0	Mukherjee et al. (2001) places North Indians between west Asian and Central Asian populations,[REF] whereas Cordaux et al. (2004) argues that the Indian caste populations are closer to Central Asian populations [REF].	We should abolish the caste system in India
1394	1	Justice Brennan delivered a concurring opinion and stated that the death penalty is a cruel and unusual punishment prohibited by the Eighth Amendment in all circumstances [REF].	Capital punishment brings more harm than good
1143	0	Because the investigation occurred late in the Spring academic term at Michigan, River's athletic scholarship in the form tuition and room and board had already been fully paid by the University.	We should end athletic scholarships
2322	0	But, since increasing ISO does not actually increase sensor exposure (instead the sensor's signal gain is increased), it should be applied only after the actual exposure (set by the f-ratio and shutter speed) has been made as large as possible subject to shooting constraints.	ISO brings more harm than good
1111	0	In this case, the same drawbacks that prevent the athlete from receiving the athletic scholarship may also prevent the student from even gaining admission to higher level colleges.	We should end athletic scholarships
2379	1	The association is mainly trying to argue that the monarchy is a backward and undemocratic institute.	We should abolish the monarchy
1310	0	Conversely, when progressive tax is levied on the individual with no consideration for the partnership, dual-income couples fare much better than single-income couples with similar household incomes.	Progressive tax is beneficial
2392	1	"It is more and more difficult for them to hold the illusion that the monarchy is universally adored", says a Thai academic [REF].	We should abolish the monarchy
1711	0	McKean charged the defense with "proving that the polygamous practices charged in the indictment are not crimes."[REF]	We should legalize polygamy
2350	1	He argued that a monarchy would invariably descend to tyranny.	We should abolish the monarchy
1514	0	But, the consumption of alcohol was never prohibited, and individuals could maintain a private stock that existed before Prohibition went into effect.	We should ban alcoholic beverages
1847	0	stating that an independent review of the circumstances surrounding the fracking study had found weaknesses in the University's ethics regulations.	We should prohibit hydraulic fracturing
1730	1	In an October 2004 op-ed for USA Today, George Washington University law professor Jonathan Turley argued that, as a simple matter of equal treatment under law, polygamy ought to be legal.	We should legalize polygamy
1790	0	Current patterns of energy resources and energy usage are proving detrimental to the long-term welfare of humanity.	The energy industry should be nationalized
327	1	Sometimes local protectionism may dilute the strength of central legislation or the power of law enforcement.	We should fight protectionism
442	1	It aimed to determine whether and how social media can be used to accomplish a realistic, time-sensitive, international law enforcement objective.	Social media does more harm than good
1590	0	It is the sanctuary's diversity of habitat that is the foundation upon which Enzo Creek's wildlife management plan has found success.	Wildlife management brings more good than harm
1379	1	Scalia believed that the death penalty is constitutional.	Capital punishment brings more harm than good
832	0	So I said: 'Let them leave if they can't understand what the Olympics are all about - a connection between people through sport.'"[REF] .	We should abolish the Olympic Games
1897	0	Sometimes, gambling would lead to dispute and two matches ended up in court when rival interests sought legal rulings on the terms of their wagers.	We should ban gambling
1889	0	Some critics of the bill argued that the exemption of horse racing wagering was an unfair loophole.	We should ban gambling
1308	1	A simple progressive tax would also discourage tax avoidance.	Progressive tax is beneficial
86	0	Digital rights management (DRM) schemes are various access control technologies that are used to restrict usage of proprietary hardware and copyrighted works [REF].	Digital rights management brings more harm than good
2439	0	While there have been objections to the Sherman Anti-Trust Act, few if any of the objectors have questioned its morality.	Conscientious objectors are justified
777	0	It remains unclear whether any party other than the Security Council can make the determination that Iraq breached Resolution 1441, as U.N. members commented that it is not up to one member state to interpret and enforce U.N. resolutions for the entire council [REF].	We should disband the United Nations Security Council
1494	0	Those who do not adopt electronic health record systems before 2015 do not receive any federal funding [REF].	EHRs bring more harm than good
54	0	However, the DRM protection was cracked within a week [REF].	Digital rights management brings more harm than good
1873	1	D'Amato believed that legalized gambling would be good for both the city and for those with businesses related to the entertainment industry.	We should ban gambling
1287	1	While academic achievement is the central focus, extra curricular participation is a key ingredient in the life of this school.	Extra-curricular activity is beneficial
1684	1	The introduction of term limits on members of Congress would prevent the electoral advantage in the long run; however, it is not certain how well it would have aided in reducing electoral advantage in House races involving an incumbent who was still eligible to run for re-election.	We should abolish term limits
1572	0	The Wildlife Management Institute indicated the reintroduction of the red wolf was an incredible achievement.	Wildlife management brings more good than harm
1245	0	According to the law a donor or a surrogate mother has no parental rights over the child born and the child born is legally the child of the prospective parents.	Surrogacy should be banned
113	0	Further, it asserts that no God is responsible or causal for actions in the life of any living organism.	Atheism is the only way
2340	0	While ISO auditors may not provide consulting to the clients they audit, there is the potential for auditors to point out areas of improvement.	ISO brings more harm than good
987	1	The PRC rejects the argument that prostitution is an unremarkable transaction between consenting individuals and that prohibition laws constitute a violation of civil liberties.	We should legalize prostitution
1882	0	No telegram meant that the gambler was to bet on his opponent.	We should ban gambling
1569	0	The local wildlife management authority is under-staffed and under-funded, and as such very little in the way of enforcement is done to uphold existing wildlife management laws, with hunting occurring both in and out of season, and even in wildlife sanctuaries.	Wildlife management brings more good than harm
1009	0	Even in the event of a coalition, it was deemed unlikely that two parties could maintain an agreement for the length of the parliament, making an early election before the required date of June 2019 highly likely.	We should abolish the two-party system
1198	0	Women space travelers went on to become commonplace during the 1980s.	Manned spaceflights bring more good than harm
589	0	If the DNA sample is heterogeneous, no additional control DNA is needed; however, the PCR products should still be denatured and annealed in order to create heteroduplexes.	We should limit genetic testing
768	0	Considering that the present composition of the Security Council is inequitable and unbalanced, .	We should disband the United Nations Security Council
17	0	1956 - At NYCLA's urging, the American Bar Association removes questions about race from its membership application [REF].	The American Bar Association brings more harm than good
1042	0	In cases where the two parties could not agree on a social plan, the law provided for binding arbitration [REF].	We should abolish the two-party system
2037	0	The type of plastic in plastic bags makes it difficult to be recycled into new material.	We should tax plastic bags
285	0	Even though eBay publicly asserts they're "just an auction venue," they claim this practice violates their policy and in April 2004 asked GoHook to stop downloading and hosting completed auctions.	eBay brings more good than harm
428	1	They discuss that social media is a new media ecology, one where users can connect and share ideas without boundaries.	Social media does more harm than good
2248	0	At first, Havoc claimed that his Twitter account was hacked [REF].	Twitter brings more harm than good
2457	0	Even if the NATO argument is considered legally correct, such peacetime operations could arguably contravene both the objective and the spirit of the NPT.	We should disband NATO
669	0	In the European Union, temporary work is regulated by the Temporary Agency Work Directive and the Member States' laws implementing that directive [REF].	We should abolish temporary employment
31	0	Even conservative elements, such as the American Bar Association began to campaign for civil liberties, which were long considered to be the domain of left-leaning organizations.	The American Bar Association brings more harm than good
722	0	Whilst infant baptism is the norm in Anglicanism, services of thanksgiving and dedication of children are sometimes celebrated, especially when baptism is being deferred.	We should abolish infant baptism
951	0	Catharine MacKinnon argues that prostitution "isn't sex only, it's you do what I say, sex."[REF] .	We should legalize prostitution
1762	0	The underlying concept for creating Energy Industries Corporation was to help make energy efficiency simple.	The energy industry should be nationalized
214	0	Miller argues that astrology does not lay itself open to falsification, while astronomy does, and this is the litmus test for science.	Astrology brings more harm than good
2287	0	Finally, human laziness comes into play - the failure of people to do the simple homework necessary to identify likely fraudulent activity [REF].	Homework does more harm than good
1164	0	After the Apollo I fire, which occurred in a Block I CM, NASA decided that no further manned missions would use Block I, though unmanned missions did.	Manned spaceflights bring more good than harm
326	0	Delivering the keynote speech at the Aylmer conference, Chrétien came out firmly in support of globalization, stating that: "Protectionism is not right wing or left wing.	We should fight protectionism
560	0	The story says that DNA testing had shown the specimen to be another known, but unmentioned, cat species with no significant difference between it and any other cat of that species.	We should limit genetic testing
1086	0	This article is concerned with students in public institutions, although those in private schools can claim rights under the common law and provincial education Acts."[REF] .	Private education brings more good than harm
1828	0	And I think that's the best approach, because right now, there are places where fracking is going on that are not sufficiently regulated."[REF]	We should prohibit hydraulic fracturing
341	1	His basic case against protectionism was that it benefited the rich at the expense of the poor, the industrialists at the expense of farmers and others, as is indicated in the title of his widely circulated pamphlet, "Foes of the Farmers" (1874).	We should fight protectionism
147	0	However, upon reflection, Webb states that the temporary departure from atheism was a coping mechanism for the loss, and after he learned to "co-exist" with his mother's death, he returned to atheism: ".. I've returned to total non-belief.	Atheism is the only way
2401	0	It is also not clear whether the Socinians being conscientious objectors had any relation or not to Best's military career being brought to an end [REF].	Conscientious objectors are justified
1107	0	School-based athletics scholarships can be controversial, as some believe that awarding scholarship money for athletic rather than academic or intellectual purposes is not in the institution's best interest [REF].	We should end athletic scholarships
848	0	Though, the Olympics did not go that well for Latvians.	We should abolish the Olympic Games
966	1	64% of respondents said that prostitution was "a degrading practice for the image and the dignity of the woman (or the man)".	We should legalize prostitution
1072	1	However, little rigorous evidence has been amassed to show whether private schools actually do improve the academic outcomes of students better than government schools.	Private education brings more good than harm
155	0	In 1983 the High Court of Australia dealt with the question whether the Church of Scientology is a religious institution and as such not subject to payroll tax.	We should ban the Church of Scientology
1662	0	Because Muluzi had been out of office since 2004, his supporters argued that the term limit should not apply to him, as it did not restrict nonconsecutive terms if interpreted literally [REF].	We should abolish term limits
1601	1	The authors of one study claim that illegal insider trading raises the cost of capital for securities issuers, thus decreasing overall economic growth [REF].	We should legalize insider trading
1002	0	It noted that freedom of contract implies that two parties cannot impose obligations on third parties without their consent, but the BTD 2001 infringes that principle to protect employees.	We should abolish the two-party system
1842	0	When the fracking slurry is mixed, it needs to be thin enough to make it easier to pump.	We should prohibit hydraulic fracturing
2091	0	The result of the hydroelectric treaty became a representative for future conflicts in other communities with issues of the same nature.	We should further exploit hydroelectric dams
1846	1	For these reasons, hydraulic fracturing is under international scrutiny, restricted in some countries, and banned altogether in others [REF].	We should prohibit hydraulic fracturing
2208	1	In May 2011, while commenting on super injunctions, he said that social media sites like Twitter were "totally out of control" and society should consider ways to bring such websites under control [REF].	Twitter brings more harm than good
2351	0	Against Althusius, he argued that (true) monarchy could be compromised by concessions of power that distorted the 'form' of the state, and that this was a more accurate description of the actual French state [REF].	We should abolish the monarchy
1203	0	In a play where money is generally not the issue,[REF] we are still reminded that surrogacy does raise issues of the commodification of human life and that differences in socioeconomic status cannot be entirely set aside.	Surrogacy should be banned
2089	0	President Porter has noted that, when the federal dam was proposed, tribal leaders were told only that it was needed for flood control, not that a hydroelectric project would be run there [REF].	We should further exploit hydroelectric dams
2344	0	For example, an ISO 200/24° film could be push processed to EI 400/27° or pull processed to EI 100/21°.	ISO brings more harm than good
1391	1	In a motion filed August 5, 2016, Vann's attorneys argued that Indiana's death penalty law is unconstitutional [REF].	Capital punishment brings more harm than good
1477	0	An important consideration in the process of developing electronic health records is to plan for the long-term preservation and storage of these records.	EHRs bring more harm than good
2111	1	It claims that Affirmative Action causes more harm than benefit, because it provides access opportunities to students that are not prepared well enough to succeed at more elite institutions [REF].	Affirmative action brings more good than harm
1977	0	Other commentators argue that calling abortion technically illegal is incorrect, or otherwise pointless, since that is "a meaningless category in law."[REF] .	We should ban abortions
2241	0	Croll, apparently concerned that Twitter had not understood the danger of the attack sent all the documents obtained to TechCrunch, which subsequently published a select section of them.	Twitter brings more harm than good
938	0	In 2008, two groups independently showed that mouse embryonic stem cells can be grown for months on top of recombinant laminin-511 [REF].	Embryonic stem cell research brings more good than harm
2243	0	To that end, Twitter is conceptualized as an online, global community.	Twitter brings more harm than good
346	0	The participants of the meeting recognised that globalisation is not an irreversible force, that nationalism, populism and protectionism require constant vigilance, and that trade is the most fundamental driving force and barometer of globalisation.	We should fight protectionism
2083	1	Although hydroelectric power has often been billed as a sustainable green energy source, continued sustainability relies on developing better ways of supporting nature, fish habitat and fundamental ecological services [REF].	We should further exploit hydroelectric dams
2473	0	Believes that renunciation of Ukraine's Euro-Atlantic integration is a mistake.	We should disband NATO
2005	0	It later emerged that the plastic bag actually contained a broken table leg that Stanley's brother had just fixed for him.	We should tax plastic bags
385	0	The Missouri Court of Appeals ruling stated they "need not and do not decide in this case what consequences flow from the recall election conducted subsequent to the mayor's ouster" [REF].	Recall elections are beneficial
1578	0	The Fish and Wildlife Management Act was put in place to urge farmers to plant food for wildlife and to provide cover for them.	Wildlife management brings more good than harm
2289	0	Failure to do homework was three demerits.	Homework does more harm than good
243	0	Jung wrote "Astrology represents the sum of all the psychological knowledge of antiquity" [REF].	Astrology brings more harm than good
1491	0	All services are provided on whichever electronic health records software is utilized by the medical practice.	EHRs bring more harm than good
936	0	Ultimately, the impact of this case on hESC research remains hard to determine.	Embryonic stem cell research brings more good than harm
2145	0	The play, Mansfield wrote, also suggests that women would rule by not allowing politics, in order to prevent disappointment, and that affirmative action would be applied to heterosexual relationships [REF].	Affirmative action brings more good than harm
312	1	He concludes from this that the protectionist position fails on its own consequentialist terms [REF].	We should fight protectionism
2438	0	However, Justice Harlan, assigned to write the majority opinion, became convinced that Ali's claim to be a conscientious objector was sincere after reading background material on Black Muslim doctrine provided by one of his law clerks.	Conscientious objectors are justified
2412	0	Some of the objections show that the objector has misunderstood the text, or wilfully misquoted it, as in the last set of objections by the Jesuit.	Conscientious objectors are justified
1332	0	A progressive tax is a tax by which the tax rate increases as the taxable base amount increases [REF].	Progressive tax is beneficial
968	1	Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.	We should legalize prostitution
660	0	Traditionally, a temporary employee is hired to substitute for an employee who is on leave or vacation or to staff a project for which there are insufficient permanent employees to carry out the task.	We should abolish temporary employment
935	0	In 1999, the president's National Bioethics Advisory Commission recommended that hESC harvested from embryos discarded after in vitro fertility treatments, but not from embryos created expressly for experimentation, be eligible for federal funding.	Embryonic stem cell research brings more good than harm
370	0	The recall referendum is provided for in two articles of the 1999 Constitution: .	Recall elections are beneficial
566	0	This study showed that cell free DNA testing had lower false positive rates and higher positive predictive values than maternal serum biochemistry analyses with or without ultrasound measurements of the back of the fetal neck [REF].	We should limit genetic testing
2304	0	A 1993 review stated that, "Iso is after laughs and it gets them.	ISO brings more harm than good
824	0	Many modern commentators are unsatisfied with this explanation and point to the fact that the Olympic Games were in progress or impute internal dissent and intrigue.	We should abolish the Olympic Games
982	1	He felt that well-run prostitution could be a healthy part of a city's economy.	We should legalize prostitution
1976	1	Invictus believes that abortion should be illegal in most circumstances [REF].	We should ban abortions
1594	0	That same year, the Fish and Game Commission established a program to collect data and conduct research on wildlife management so that a more rational wildlife management program might be established [REF].	Wildlife management brings more good than harm
2147	1	Some bumiputra groups believe further affirmative action is necessary.	Affirmative action brings more good than harm
813	0	An investigation by the Amateur Athletic Union ruled that the Olympics' practice was not actually professionalism but only a "semi" form of it, inventing the term "semi-pro".	We should abolish the Olympic Games
778	0	If the Security Council determines an act of aggression has taken place, the Prosecutor may proceed.	We should disband the United Nations Security Council
1320	1	By reducing the after-tax income of highly educated workers, progressive taxes can reduce the incentives for citizens to attain education, thereby lowering the overall level of human capital in an economy [REF].	Progressive tax is beneficial
1994	1	However, she held the belief that, because abortion was legal, it should be equally available to all women, poor and rich [REF].	We should ban abortions
1052	0	A group of Orangeburg parents had concluded that "separate private school facilities must be provided..[to] avoid the pernicious 'experiment' being foisted upon the people of this state and nation."[REF] .	Private education brings more good than harm
1811	1	A 2004 EPA study concluded that fracking injection in coalbed methane wells "posed little or no threat to drinking water;" the study has since been contraverted [REF].	We should prohibit hydraulic fracturing
1013	0	He proposes that, if two parties were to stick to the original agreed-upon arrangement and morals outlined by the contract, they would both experience an optimal result [REF].	We should abolish the two-party system
1401	1	He declared that the zoo was violating animal protection legislation by keeping him alive [REF].	Zoos bring more harm than good
2323	0	However, ISO has high possibility to make camera noise which is visual distortion.	ISO brings more harm than good
2112	0	On the other hand, proponents maintain that employment equity is necessary to amend historic wrongs and to ameliorate the economic differences among groups [REF].	Affirmative action brings more good than harm
2398	0	She claimed, for example, that the monarchy was matrilineal, and that most of the tribal chiefs were women rather than men.	We should abolish the monarchy
126	0	Don Hirschberg once famously said "calling atheism a religion is like calling bald a hair color."[REF] .	Atheism is the only way
887	1	An important limiting factor of wind power is variable power generated by wind farms.	We should further exploit wind power
2026	0	A plastic bag had been left over her head, and she had been gagged; the case was ruled a homicide.	We should tax plastic bags
1347	0	A graduated income tax was imposed, and there were increases in imposts on tobacco, beer and spirits.	Progressive tax is beneficial
1007	0	According to the polls, neither of the two parties could form a government, even if they combined forces.	We should abolish the two-party system
355	0	The recall election would be deemed successful if the percentage voting in favour of the recall exceeded the percentage of voters that originally voted for the person.	Recall elections are beneficial
1003	0	However, it was decided that two parties would stay in touch [REF].	We should abolish the two-party system
682	0	A temporary employee is then found in the database and is contacted to see if they would be interested in taking the assignment [REF].	We should abolish temporary employment
827	0	However, these Olympics would also prove to be less than positive for her.	We should abolish the Olympic Games
1708	1	The amendments stated that polygamy was legally harmful to a first wife and entitled her to sue for divorce within a year after learning of her husband's second marriage.	We should legalize polygamy
984	0	For example, Dr. Farley's unqualified assertion in her affidavit that prostitution is inherently violent appears to contradict her own findings that prostitutes who work from indoor locations generally experience less violence.	We should legalize prostitution
1233	0	Any advertising in relation to surrogacy was also prohibited [REF].	Surrogacy should be banned
2120	1	In the end, Clinton stated that all the evidence shows that, even though affirmative action should be a temporary policy, the time had not come for it to be ended.	Affirmative action brings more good than harm
140	0	Anthropologist Jack David Eller, states that "atheism is quite a common position, even within religion" and that "surprisingly, atheism is not the opposite or lack, let alone the enemy, of religion but is the most common form of religion."[REF]	Atheism is the only way
217	0	For example, he thought that negative opinions about astrology and the effectivity of rain dances were not justified by scientific research, and dismissed the predominantly negative attitudes of scientists towards such phenomena as elitist or racist.	Astrology brings more harm than good
2045	1	Plastic bags remain a big problem for sewerage system and waterways.	We should tax plastic bags
1652	1	Betty Unger stated the term limits should be respected and fresh elections should be called that fall [REF].	We should abolish term limits
2217	0	He initially denied the accusations and claimed that his Twitter had been hacked and he had no involvement [REF].	Twitter brings more harm than good
2410	0	Often the conscientious objector was abused, deemed a coward, and stripped of basic rights [REF].	Conscientious objectors are justified
1451	0	One important aspect of any health record system is to ensure the confidentiality of the patient information because of its importance in the medical field.	EHRs bring more harm than good
22	0	In order to obtain, and maintain, accreditation through the American Bar Association (ABA), law schools must meet certain standards set by the ABA [REF].	The American Bar Association brings more harm than good
711	0	If pedobaptists accept this text as canonical, they can still point out that the second clause mentions believing, but not baptism.	We should abolish infant baptism
1157	0	The proposed "ultimate goal" for human space flight would appear to require two basic objectives: (1) physical sustainability and (2) economic sustainability.	Manned spaceflights bring more good than harm
1467	0	Because the conversion to electronic medical records is typically complex, systems often transition to patient portals first and then follow with a complete implementation of electronic medical records.	EHRs bring more harm than good
871	0	Moreover, misinformation about wind power may be propagated by fossil fuel and nuclear power special interest groups [REF].	We should further exploit wind power
1459	1	One VA study estimates its electronic medical record system may improve overall efficiency by 6% per year, and the monthly cost of an EMR may (depending on the cost of the EMR) be offset by the cost of only a few "unnecessary" tests or admissions [REF].	EHRs bring more harm than good
10	0	However, American Bar Association clarified this in 2008, clearing the way for the development of legal process outsourcing [REF].	The American Bar Association brings more harm than good
1738	0	If an unbaptized person living in polygamy becomes a Christian, he must keep the wife he had first married and release the second, in case the first wife is converted with him.	We should legalize polygamy
2355	0	But the truth is that finding that monarchy is a desperate wish in this country, they rally to the point which they think next best, a consolidated government.	We should abolish the monarchy
2155	1	According to the researchers, the findings "provide evidence that harsh physical punishment independent of child maltreatment is related to mental disorders" [REF].	We should prohibit corporal punishment
1315	1	Demand-side economists maintain a sufficiently progressive tax code will give the middle class more discretionary income and the ability to spend more [REF].	Progressive tax is beneficial
754	0	The Charter of the then-newly formed United Nations stated that its Security Council could take no enforcement actions regarding measures taken against World War II "enemy states", defined as enemies of a Charter signatory in WWII [REF].	We should disband the United Nations Security Council
626	1	Proponents, such as the World Nuclear Association and Environmentalists for Nuclear Energy, contend that nuclear power is a safe, sustainable energy source that reduces carbon emissions [REF].	We should further exploit nuclear power
1726	1	The case was reopened by the provincial government in 2014, with the B.C. Supreme Court confirming that polygamy is against the law in a constitutional case [REF].	We should legalize polygamy
1462	0	With all of that said, electronic health records are the way of the future for healthcare industry.	EHRs bring more harm than good
129	0	Mercedes Diane Griffin thinks the atheist community should be more understanding and more "visible in communities of color."[REF]	Atheism is the only way
